,S_MASS,P_PERIOD,P_DISTANCE,P_HABITABLE
2906,0.93,3.0566527,0.040632324,0
2907,0.68,19.07863,0.1229,0
2908,0.93,29.62682,0.1828636,0
2909,0.94,5.329439,0.058479889,0
2910,0.9,14.09189,0.1103,0
2911,0.97,2.871512,0.0392,0
2912,0.94,2.588309,0.0361,0
2913,0.85,1.543069,0.0247,0
2914,0.85,4.400028,0.0497,0
2915,0.86,14.453676,0.1007,0
2916,1.15,5.657,0.06,0
2917,0.96,19.1541,0.13821,0
2918,0.66,2.8922175,0.034,0
2919,0.89,7.05254,0.0692,0
2920,0.89,22.8827,0.1517,0
2921,0.77,6.67202,0.0636,0
2922,0.78,2.9490291,0.0369,0
2923,1.08,284.215,0.8453,0
2924,0.77,16.1966,0.1148,0
2925,1.4,20.257,0.1627,0
2926,1.19,74839.946,48.033506,0
2927,1.17,1114.0,2.2156186,0
2928,0.99,9.02378,0.09446832,0
2929,0.63,1.548352,0.0225,0
2930,0.7,2.1748,0.028,0
2931,0.79,13.36702,0.10238932,0
2932,1.08,7.3056999,0.075553,0
2933,0.87,58.02035,0.28128557,0
2934,0.34,1.2652328,0.016765755,0
2935,1.4,810.0,1.9261395,0
2937,0.79,1.422614,0.022978945,0
2938,0.78,0.35500745,0.00901,0
2939,0.69,6.00127,0.061897545,0
2940,0.81,4.3696,0.0487,0
2941,0.94,13.97896,0.1112,0
2942,0.79,4.60358,0.050692,0
2943,0.88,982.0,1.8982844,0
2944,1.07,1.592851,0.0273,0
2945,1.11,100.28313,0.4480896,0
2946,0.54,17.2559,0.10725,0
2947,1.49,16.004942,0.1396,0
2948,0.91,28.867253,0.17842691,0
2949,0.75,6.102325,0.0591062,0
2950,0.99,1.9545243,0.0307,0
2951,1.09,6.4816307,0.070524105,0
2952,1.04,25.83839,0.17352224,0
2953,0.86,5.599308,0.060012,0
2954,1.24,9.37647,0.087,0
2955,1.18,2646.0,4.045,0
2956,0.48,6.98541,0.0559,0
2957,0.27,15.189034,0.0784719,0
2958,0.48,9.99767,0.071438358,0
2959,1.19,28.454851,0.19933986,0
2960,1.09,21.22265,0.15534239,0
2961,0.94,4.2722502,0.050655,0
2962,0.93,8.457458,0.07988875,0
2963,0.69,18.16406,0.12,0
2964,1.03,4073.0,5.1201985,0
2965,1.09,15.09,0.125387,0
2966,0.75,4.754,0.051194,0
2967,0.86,289.86388,1.0224704,1
2969,0.93,7.2340047,0.0702,0
2970,0.91,49.101351,0.253,0
2971,1.4,120.01813,0.5337,0
2972,0.92,968.8,1.9116028,0
2973,0.79,41.516,0.2197776,0
2974,0.96,8.0276806,0.0787,0
2975,1.46,4.720219,0.062766798,0
2976,0.45,3853.0,3.704625,0
2977,0.12,11.1868,0.048569712,1
2978,1.78,966.49,2.3228968,0
2979,1.08,383.0,1.136532,0
2980,0.89,10.66669,0.13026837,0
2981,0.9,4352.0,5.00625,0
2982,0.64,24.422,0.14284355,0
2984,0.7,18.784257,0.1198,0
2985,0.52,5.1324856,0.0497,0
2986,0.76,225.7,0.72105,0
2987,1.25,456.1,1.254,0
2988,1.07,871.0,1.835856,0
2989,1.12,572.38,1.697043,0
2990,1.31,26.6904,0.19203293,0
2991,0.81,3309.2212,5.0684438,0
2992,0.98,963.6,2.5010726,0
2993,0.96,4.0845,0.05004,0
2994,1.5,201.9,0.796026,0
2995,1.09,9.525988,0.090488164,0
2996,1.21,14.155185,0.12200616,0
2997,2.53,705.0,1.583871,0
2998,1.08,441.47,1.1985841,0
2999,1.0,2.985628,0.040602923,0
3000,0.95,26.672263,0.17170807,0
3001,0.94,12.48749,0.10316577,0
3002,1.17,892.7,1.9153912,0
3003,0.75,528.07,1.5584846,0
3004,1.21,141.63,0.57179115,0
3005,1.08,1802.29,2.9736204,0
3007,1.1,21.998,0.142023,0
3008,0.65,5.39792,0.060108,0
3009,1.33,1253.68,2.502,0
3010,1.0,30.052,0.19278,0
3011,0.36,2288.0,2.4631405,0
3012,1.08,14.23283,0.11863814,0
3013,1.31,9.95581,0.09990699,0
3014,1.24,4.28088,0.0555,0
3015,1.06,2.8807198,0.04036,0
3016,0.68,3.81673,0.04225927,0
3017,0.95,8.747818,0.081661487,0
3018,1.11,1576.0,2.766852,0
3019,0.93,4.190948,0.04964537,0
3020,1.5,23.921079,0.1871,0
3021,1.04,6.8922522,0.0732,0
3022,1.01,10.417252,0.0914,0
3023,0.93,4.1605586,0.0491,0
3024,0.86,31.057162,0.1803,0
3025,1.21,237.68977,0.80145444,0
3026,0.98,1320.1,2.3387807,0
3027,1.63,840.0,2.0730838,0
3030,0.72,2.3617243,0.0299,0
3031,1.06,19.118775,0.1444,0
3032,0.82,48.430899,0.239,0
3033,1.13,3.0255955,0.0418,0
3034,1.22,6.117869,0.0685,0
3035,0.85,3.9759977,0.0457,0
3036,0.94,84.573323,0.3778,0
3037,1.3,4.1478756,0.0541,0
3038,0.84,13.821375,0.1,0
3039,0.95,4.7670396,0.0528,0
3040,0.79,3.9707677,0.0443,0
3041,1.07,8.990889,0.087,0
3042,0.84,8.6304328,0.0779,0
3043,0.87,55.822654,0.2663,0
3044,0.8,9.9896933,0.088,0
3045,1.08,5.766193,0.064,0
3046,0.76,4.4574316,0.0448,0
3047,1.21,5.968734,0.069,0
3048,0.92,7.9703496,0.0755,0
3049,1.17,6.02976,0.0684,0
3050,0.91,5.753222,0.0633,0
3051,0.88,16.571104,0.121,0
3052,0.99,105.65514,0.4389,0
3053,0.82,4.4176965,0.047,0
3054,1.09,1.2262173,0.0218,0
3055,1.03,33.469743,0.2006,0
3056,0.8,1.2169977,0.0201,0
3057,0.8,11.085076,0.0901,0
3058,0.8,16.301259,0.1186,0
3059,1.18,13.323516,0.1165,0
3060,1.13,4.1382759,0.051,0
3061,0.9,2.0338791,0.0322,0
3062,1.05,28.227418,0.1778,0
3063,1.21,2.9979319,0.0425,0
3064,0.74,2.4143516,0.0315,0
3065,0.78,0.57736958,0.0125,0
3066,0.77,13.627984,0.1039,0
3067,0.86,4.354093,0.0484,0
3068,1.21,7.4672541,0.0806,0
3069,1.19,24.334713,0.167,0
3070,0.99,2.6075438,0.0393,0
3071,0.35,2.1043381,0.025,0
3072,0.83,0.56887443,0.0128,0
3073,0.73,213.25766,0.6085,0
3074,1.2,1.5690665,0.0269,0
3075,1.25,190.32349,0.7215768,0
3076,1.06,15.054033,0.1078,0
3077,0.97,68.886191,0.3133,0
3078,1.08,36.291934,0.2226,0
3079,1.17,12.412775,0.1063,0
3080,0.93,33.878684,0.2004,0
3081,1.2,16.399235,0.133,0
3082,1.09,4.7683049,0.0568,0
3083,1.16,2.1282393,0.0341,0
3084,0.87,14.974357,0.1102,0
3085,0.78,8.408878,0.076,0
3086,1.29,13.151411,0.1187,0
3087,1.0,11.895205,0.0994,0
3088,1.0,11.254029,0.0991,0
3089,1.2,2.7612242,0.0435,0
3090,0.97,5.1233035,0.0556,0
3091,0.94,61.617817,0.302,0
3092,1.0,76.536959,0.3528,0
3093,0.92,80.231903,0.3543,0
3094,1.37,26.656574,0.1943,0
3095,1.11,26.757587,0.1815,0
3096,0.58,6.3831591,0.0562,0
3097,1.02,4.6449099,0.055,0
3098,0.95,16.458099,0.1244,0
3099,0.87,62.891623,0.2881,0
3100,1.06,51.13097,0.2705,0
3101,1.14,3.4016567,0.044,0
3102,0.82,14.009475,0.104,0
3103,0.55,4.4968604,0.0413,0
3104,0.9,47.031948,0.2447,0
3105,0.96,47.987276,0.2495,0
3106,1.1,31.158799,0.2,0
3107,0.84,17.13264,0.1242,0
3108,0.95,3.1706001,0.0415,0
3109,0.98,17.146473,0.1291,0
3110,1.09,16.860129,0.1246,0
3111,0.7,0.91614077,0.0156,0
3112,1.11,1.8778827,0.03,0
3113,0.76,24.754397,0.153,0
3114,1.16,76.613377,0.3521,0
3115,1.25,6.00253,0.067,0
3116,0.55,1.7667891,0.0222,0
3117,0.83,3.5755496,0.0431,0
3118,0.76,2.9419409,0.0363,0
3119,1.19,7.4414211,0.0767,0
3120,0.85,10.652767,0.0918,0
3121,1.0,39.441984,0.2346,0
3122,0.92,2.422082,0.035,0
3123,0.76,10.458434,0.0845,0
3124,0.86,25.203479,0.1693,0
3125,0.78,2.0323184,0.0283,0
3126,0.94,15.04472,0.1152,0
3127,1.49,13.321962,0.1284,0
3128,0.62,2.164571,0.0273,0
3129,1.0,3.107675,0.039,0
3130,1.0,7.010606,0.067,0
3131,1.06,3.6146051,0.0461,0
3132,0.8,3.5157632,0.0426,0
3133,0.99,4.761702,0.057,0
3134,1.24,40.8097,0.2489,0
3135,1.1,59.770802,0.3096,0
3136,1.15,24.38,0.17349767,0
3137,0.65,6.312501,0.055,0
3138,0.64,0.58800076,0.0114,0
3139,1.0,7.4269374,0.0734,0
3140,1.15,11.6264,0.10633194,0
3141,0.91,11.14529,0.163,0
3142,0.66,19.104718,0.12174505,0
3143,1.07,0.94667944,0.01932,0
3144,0.9,33.60134,0.19680984,0
3145,1.22,1359.0,2.6934885,0
3146,0.26,2.500311,0.0229,0
3147,0.82,2.2795267,0.031,0
3148,1.02,17.292345,0.1361,0
3149,1.16,45.126304,0.263,0
3150,1.4,5.1910402,0.0625,0
3151,0.84,3.410493,0.039,0
3152,0.84,30.950851,0.17,0
3153,1.0,4.77468,0.0545,0
3154,1.47,3.3004192,0.0471,0
3155,1.01,0.96897238,0.0197,0
3156,1.06,40.990399,0.2383,0
3157,1.47,8.0533362,0.0894,0
3158,1.21,4.4534328,0.0546,0
3159,0.93,10.929546,0.0951,0
3160,1.13,10.600523,0.0948,0
3161,0.81,0.68996783,0.0141,0
3162,0.63,20.956816,0.126,0
3163,0.97,14.45413,0.1038,0
3164,1.29,22.241909,0.1655,0
3165,0.98,1.9315598,0.0299,0
3166,1.02,3.730899,0.0473,0
3167,0.81,33.417799,0.1899,0
3168,1.08,23.127486,0.1602,0
3169,0.62,46.827915,0.22,0
3170,0.9,0.926118,0.018,0
3171,0.65,241.8,0.657,0
3172,0.8,9.113678,0.0793,0
3173,1.33,4.424711,0.059986691,0
3174,1.53,6.90683,0.082031396,0
3175,0.76,14.245648,0.10630422,0
3176,0.45,0.9893455,0.01545,0
3177,0.07,5800000.0,430.92,0
3178,0.58,2.896,0.033,0
3179,0.94,28.731,0.18046746,0
3180,2.16,2142.0,4.7010733,0
3181,2.4,2744.0,6.2379375,0
3182,1.02,7.532806,0.0757,0
3183,0.55,44.55603,0.2022339,1
3184,0.66,16.709184,0.111,0
3185,0.6,8.295611,0.065,0
3186,0.64,59.87756,0.25637906,0
3187,1.16,40.030602,0.2408,0
3188,1.17,3.7847065,0.0494,0
3189,1.13,2.7881568,0.0392,0
3190,1.15,3.25427,0.045,0
3191,0.85,9.0823705,0.0815,0
3192,0.7,29.963325,0.1614,0
3193,0.96,25.15864,0.1694,0
3194,0.8,0.86838653,0.0163,0
3195,0.86,6.0702901,0.0615,0
3196,1.07,44.870201,0.2529,0
3197,0.86,24.220301,0.1546,0
3198,1.11,52.609699,0.2846,0
3199,1.04,4.93777,0.05741,0
3200,0.88,3.4206469,0.0426,0
3201,0.78,19.548967,0.1307,0
3202,1.1,4.040295,0.057724609,0
3203,0.75,10.132026,0.0756,0
3204,1.22,4.3065569,0.054,0
3205,1.21,2.57302,0.0392,0
3206,1.4,25.4556,0.189,0
3207,0.87,12.6475,0.1014,0
3208,0.99,2.5430729,0.0358,0
3209,0.95,4.7902846,0.0546,0
3210,0.98,2.2950362,0.0331,0
3211,1.18,921.2,2.6744206,0
3212,0.86,6.1799844,0.0615,0
3213,1.12,42.300495,0.2415,0
3214,0.95,41.697783,0.233,0
3215,1.03,3.5323245,0.0459,0
3216,1.16,18.311,0.1429,0
3217,1.01,6.2171292,0.0666,0
3218,1.0,2.76266,0.0385,0
3219,0.89,2.699835,0.042987859,0
3220,1.08,2.1225735,0.03319,0
3221,1.31,3.8016122,0.05222,0
3222,0.63,10.688716,0.0814,0
3223,0.63,5.5382498,0.05251,0
3224,1.08,9.188526,0.089494003,0
3225,0.78,10.35239,0.0856,0
3226,0.92,6.766589,0.067,0
3227,1.17,3.8186244,0.0504,0
3228,1.36,44000.0,30.6504,0
3229,0.41,5.26,0.0582,0
3230,1.11,141.83402,0.56399556,0
3231,1.05,10.56103,0.096254638,0
3232,0.99,15.38857,0.12214368,0
3233,0.77,0.76669152,0.015,0
3234,0.91,22.790204,0.1528,0
3235,0.85,150.01895,0.523,0
3238,1.13,11.495002,0.1038,0
3240,0.77,7.972513,0.07,0
3241,0.58,5.0988179,0.04941765,0
3242,0.82,4.32421,0.051472548,0
3243,0.96,38.671507,0.2079,0
3244,1.01,7.5612722,0.0751,0
3245,1.0,4.5215889,0.0529,0
3246,0.98,16.295954,0.123,0
3247,0.78,5.7271723,0.0575,0
3248,1.0,2.940309,0.04,0
3249,0.79,8.005777,0.074,0
3250,0.6,247.35373,0.677,1
3251,0.94,9.576694,0.085,0
3252,0.94,20.552802,0.142,0
3253,0.73,3.771116,0.042683872,0
3254,0.63,43.595792,0.218,0
3255,1.18,114.34219,0.4679,0
3256,1.31,10.811874,0.0994,0
3257,0.97,20.303005,0.141,0
3258,0.94,11.637071,0.103,0
3259,0.81,9.939632,0.087,0
3260,1.09,2.092281,0.032,0
3261,1.09,52.814973,0.275,0
3262,1.02,3.619337,0.046,0
3263,1.02,44.699576,0.248,0
3264,1.17,4.585512,0.057,0
3265,0.97,1.3118444,0.0229,0
3266,0.95,0.571292,0.01326,0
3267,1.02,6.1096032,0.0596,0
3268,1.21,6.7628438,0.0761,0
3269,1.12,7.38449,0.075829975,0
3270,1.12,9.84564,0.0926305,0
3271,0.41,1.133,0.0147,0
3272,0.63,8.205,0.0594,0
3273,0.5,3.2903045,0.0327,0
3274,1.04,1.4857108,0.025911568,0
3275,1.35,836.4,1.92,0
3276,0.85,5.342657,0.0531,0
3277,0.88,6.8430344,0.0678,0
3278,0.76,24.278553,0.1456,0
3279,1.02,16.177956,0.1285,0
3280,0.14,104100.0,23.04,0
3281,0.97,16.141132,0.12697187,0
3282,0.74,13.86375,0.10293249,0
3283,0.68,16.282493,0.113,0
3284,1.46,40.806231,0.249,0
3285,0.88,1.5540039,0.0246,0
3286,1.07,2.46236,0.036,0
3287,1.08,51.078775,0.3322347,0
3288,0.96,2.139542,0.032,0
3289,1.46,140.10126,0.566,0
3290,0.58,10.065275,0.074,0
3291,0.85,60.418955,0.287,0
3292,1.12,19.72567,0.14568922,0
3293,1.11,4.425391,0.056,0
3294,0.85,8.472382,0.077,0
3295,0.58,20.060548,0.122,0
3296,0.91,4.166972,0.05,0
3297,0.81,20.729042,0.139,0
3298,1.01,1047.8356,2.0944788,0
3299,0.79,4.263742,0.048,0
3300,1.09,17.308032,0.131,0
3301,0.84,175.06,0.63402831,0
3302,0.49,21.789,0.12,0
3303,1.06,23.654,0.1658,0
3304,1.12,11.903515,0.105,0
3305,1.12,34.035257,0.213,0
3306,0.79,5.433074,0.058,0
3307,0.88,28.081912,0.18,0
3308,1.03,12.3335,0.106,0
3309,0.67,12.718092,0.094,0
3310,0.95,13.817124,0.109,0
3311,1.16,9.825792,0.096,0
3312,0.95,4.790936,0.053,0
3313,0.79,10.399931,0.088,0
3314,0.94,21.2234,0.15,0
3315,0.94,6.4702758,0.0668,0
3316,1.14,50.697494,0.286,0
3317,0.28,4.8381771,0.0316,0
3318,0.94,9.3280735,0.085,0
3319,1.25,2.9465418,0.0427,0
3320,1.2,186.40427,0.3875,0
3321,0.92,374.87624,1.0525,0
3322,0.89,469.63111,1.117,0
3323,1.18,151.88406,0.573,0
3324,0.68,4.069427,0.045,0
3325,1.03,14.400974,0.117,0
3326,1.04,1.611865,0.029,0
3327,0.97,44.851896,0.246,0
3328,1.08,66.0634,0.33,0
3329,0.76,10.33974,0.0919,0
3330,0.59,6.738975,0.056,0
3331,0.81,47.148408,0.2317,0
3332,1.08,138.9442,0.5329,0
3333,0.86,85.75655,0.3912,0
3334,1.15,27.478557,0.181,0
3337,0.83,88.255055,0.356,0
3338,1.21,160.12992,0.6276,0
3339,1.03,175.13882,0.6095,0
3340,1.01,3.8759581,0.0485,0
3341,0.88,7.810937,0.078,0
3342,0.61,10.848463,0.08,0
3343,1.0,23.622591,0.1611,0
3344,0.88,6.6513802,0.0678,0
3345,1.09,7.930592,0.08,0
3346,0.91,11.463462,0.098,0
3347,0.84,163.69235,0.5442,0
3348,0.85,184.77185,0.6045,0
3349,1.11,3.740325,0.049,0
3350,0.83,3.5047036,0.0419,0
3351,1.09,20.925392,0.1499,0
3352,1.02,1.732342,0.028,0
3353,1.0,3.6915224,0.0467,0
3354,0.78,29.884857,0.1694,0
3355,0.51,12.071725,0.0809,0
3356,0.63,4.617534,0.048,0
3357,0.87,8.6001041,0.0747,0
3358,1.0,11.722922,0.0973,0
3359,0.85,29.007905,0.1759,0
3360,1.16,25.308897,0.1763,0
3361,1.15,4.2868643,0.0535,0
3362,0.93,6.988055,0.069,0
3363,1.0,8.01041,0.08,0
3364,1.04,85.312,0.38403763,0
3365,1.04,130.194,0.50901629,0
3366,0.9,19.963713,0.1333,0
3367,0.87,26.853283,0.162,0
3368,1.41,5.0800585,0.0641,0
3369,1.14,25.563222,0.178,0
3370,0.95,60.928323,0.2897,0
3371,1.01,19.782974,0.1409,0
3372,1.05,11.551025,0.1005,0
3373,0.34,18.477644,0.091199055,0
3374,0.54,7.8773565,0.0637,0
3375,0.94,2.1047222,0.0331,0
3376,1.04,2.8201924,0.0397,0
3377,0.53,8.114379,0.0649,0
3378,0.88,12.162701,0.097,0
3379,0.82,25.193458,0.155,0
3380,0.87,5.904144,0.061,0
3381,0.54,14.47567,0.095008028,0
3382,0.44,5.70588,0.047524288,0
3383,0.93,21.4023,0.14722364,0
3384,1.16,9.726618,0.094,0
3386,1.07,4.78503,0.056798,0
3387,0.26,2.029088,0.02001557,0
3388,1.08,9.127055,0.087974239,0
3389,0.67,29.79749,0.16492665,0
3390,0.85,23.2856,0.1532834,0
3391,0.88,0.777038,0.0159,0
3392,0.93,7.2385854,0.0712,0
3393,0.83,18.427946,0.1247,0
3394,1.11,4.1470203,0.0502,0
3395,0.78,6.0103843,0.058,0
3396,0.63,10.198545,0.081,0
3397,0.67,4.176,0.0426,0
3398,0.91,13.646182,0.1089,0
3399,1.04,7.1334,0.0719,0
3400,1.46,5.3340838,0.068380766,0
3401,0.71,66.65062,0.2880576,0
3402,0.57,101.11141,0.2559876,1
3403,0.61,112.3053,0.4093272,1
3404,0.91,30.996607,0.1885,0
3405,1.1,151.86392,0.5594,0
3406,0.98,15.779796,0.1232,0
3407,0.85,14.034915,0.1027,0
3408,1.16,21.416169,0.1553,0
3409,0.93,4.301662,0.0497,0
3410,0.96,5.350162,0.0593,0
3411,0.55,11.023475,0.0794,0
3412,1.13,3.2758226,0.049,0
3413,0.97,13.023659,0.1056,0
3414,0.85,5.3788684,0.056,0
3415,0.79,17.671796,0.1204,0
3416,1.03,4.4987609,0.0542,0
3417,0.91,41.439628,0.2288,0
3418,1.04,8.9187,0.0835,0
3419,0.84,23.675176,0.1536,0
3420,1.09,6.5212107,0.0682,0
3421,1.05,24.993242,0.1651,0
3422,0.87,1.6168837,0.0266,0
3423,0.99,9.6685772,0.0854,0
3424,0.67,8.2224197,0.0683,0
3425,1.02,161.47439,0.5729,0
3426,0.88,6.0797289,0.0632,0
3427,0.79,21.676975,0.1408,0
3428,0.79,16.013102,0.1148,0
3429,1.49,3.1739171,0.0466,0
3430,1.0,6.5753168,0.067,0
3431,1.01,4.2216254,0.052,0
3432,0.77,20.50587,0.1326,0
3433,0.98,3.8959368,0.046,0
3434,0.33,9.5492754,0.0646,0
3435,1.2,1.772419,0.031,0
3436,0.98,96.101141,0.402,0
3437,0.59,2.240508,0.027,0
3438,1.33,17.934937,0.142,0
3439,0.43,14.4399,0.089066818,0
3440,0.9,14.425281,0.103,0
3441,1.15,4.028751,0.051,0
3442,1.15,8.921099,0.087,0
3443,1.15,11.242861,0.102,0
3444,1.06,14.557317,0.1186,0
3445,1.05,1000.0,2.7225,0
3446,0.58,8.8479404,0.0699,0
3447,0.81,2.8181601,0.0364,0
3448,1.09,10.8606,0.0988,0
3449,1.14,95.611,0.4267,0
3450,0.79,88.071602,0.3575,0
3451,0.98,38.558304,0.2255,0
3452,1.02,8.5083244,0.0806,0
3453,1.1,41.746004,0.2384,0
3454,1.28,5.651796,0.0676,0
3455,0.89,24.307895,0.1594,0
3456,0.98,18.648953,0.139,0
3457,0.98,9.751962,0.091,0
3460,1.16,15.773822,0.1291,0
3461,0.96,43.034227,0.2327,0
3462,1.05,9.9172343,0.0883,0
3465,0.93,16.066,0.12160248,0
3467,0.51,4927.5,4.550625,0
3468,0.87,3.91405,0.0464,0
3472,1.02,98.718041,0.3982,0
3477,0.88,1220.0,2.361394,0
3478,0.83,19.656401,0.1335,0
3479,1.14,4.087,0.052837164,0
3482,0.94,4850.0,6.886275,0
3483,0.75,9.2735819,0.0759,0
3484,1.24,4.2,0.055,0
3488,0.92,34.173171,0.2027,0
3489,0.52,4.1944965,0.0419,0
3491,0.86,3000.0,1.1,0
3492,1.1,2.8126548,0.044703441,0
3493,1.14,2.056014,0.033049274,0
3495,0.54,2883.5,3.4919115,0
3496,0.9,12.455122,0.10184679,0
3497,0.94,7.05395,0.0684,0
3498,0.88,16.549649,0.1196,0
3499,0.96,12.2183,0.1024,0
3500,0.49,3.7955202,0.03745,0
3501,1.91,711.0,2.0844,0
3502,1.15,1.6739035,0.0301,0
3503,0.51,3.35585,0.035040316,0
3504,1.49,5.0142346,0.0626,0
3505,0.65,2.663416,0.02820203,0
3506,0.95,3.90512,0.0477,0
3507,1.12,7.54425,0.076471255,0
3508,1.34,4.43527,0.0581044,0
3509,0.17,9.8658,0.049933709,1
3511,0.66,1.9416423,0.026631087,0
3515,0.7,40.114,0.2036,0
3516,0.27,6.93,0.0419,0
3518,1.0,7.9914599,0.0783,0
3519,0.92,1.96226,0.0298,0
3520,1.1,9.573083,0.10300176,0
3521,0.7,18.315,0.1207,0
3522,1.12,11.3295,0.10419624,0
3523,1.17,1.7208604,0.028970209,0
3524,1.02,4.942782,0.057242852,0
3525,1.07,3.2432598,0.0433,0
3526,1.2,10.136448,0.0974,0
3529,0.95,14.646008,0.117,0
3530,0.85,16.738661,0.121,0
3531,0.98,86.67856,0.385458,0
3532,0.91,15.358768,0.1157,0
3533,1.03,31.562,0.26671148,0
3534,1.03,3.8556036,0.0505,0
3535,0.31,5.07803,0.0392,0
3536,0.7,6.0293013,0.0585,0
3537,1.24,4.4264,0.06,0
3538,0.7,1916.25,2.8035,0
3539,0.67,16.736525,0.1470342,0
3540,1.03,8.0472642,0.077,0
3541,1.11,6.9336648,0.0715,0
3542,1.14,61.037012,0.3359,0
3543,0.77,33.867853,0.1805,0
3544,0.73,3.9324613,0.0444,0
3545,0.31,2.616235,0.0252,0
3546,0.83,14.76289,0.18041,0
3547,0.51,12.73596,0.085255576,0
3548,1.45,0.67247414,0.01791,0
3549,1.05,12.79836,0.11,0
3550,0.84,1.1965516,0.0205,0
3551,0.8,4.0966762,0.0466,0
3552,1.21,3.5224991,0.0474,0
3553,1.04,4.2253845,0.0516,0
3554,0.52,3.262,0.0331,0
3555,0.93,0.4702694,0.011549638,0
3556,1.23,3.8240801,0.051651123,0
3557,1.11,260.79,0.88415698,0
3558,1.32,2.99432,0.044597593,0
3559,0.21,8.781,0.048,0
3560,0.33,35.189346,0.16283616,1
3561,1.9,2.650237,0.046000111,0
3562,0.25,11.06201,0.061,0
3563,1.03,3.435471,0.044989675,0
3564,0.51,121.93268,0.40971955,1
3565,1.01,10.02245,0.10041964,0
3566,0.95,8.803809,0.083927069,0
3567,0.73,1.7522239,0.023438013,0
3568,0.83,13.79019,0.10663591,0
3569,1.05,35.747,0.222475,0
3570,0.38,7600.0,5.59683,0
3571,0.93,3.7970182,0.04892648,0
3572,0.99,2.8165048,0.0383,0
3573,0.51,3.1342791,0.033705827,0
3575,0.18,3.6511,0.0260208,0
3576,0.12,1.995,0.0142,0
3577,0.96,8.1577094,0.071491939,0
3578,0.82,3.7130765,0.043949339,0
3579,1.05,3.57532,0.047700555,0
3580,1.32,44.616956,0.2638,0
3582,0.77,11.724128,0.092850816,0
3583,1.81,677.53,1.8638473,0
3584,1.01,278.59,0.8515756,0
3585,0.86,35.45533,0.20269845,0
3586,2.3,305.5,1.1705622,0
3587,0.29,18.6498,0.091556505,1
3588,0.4,25.63058,0.12601452,1
3589,0.79,15.27018,0.12549222,0
3590,1.21,10159.643,10.187394,0
3591,1.29,7841.5839,9.0582468,0
3592,1.9,88.87622,0.48295653,0
3593,1.61,455.73816,1.3644615,0
3594,1.05,4.15466,0.051566125,0
3595,1.32,3.3124568,0.049002965,0
3596,0.98,2.5225599,0.036,0
3597,0.64,5.6887698,0.0536,0
3598,1.06,46.7164,0.2588,0
3599,0.65,13.0626,0.0938,0
3600,0.59,15.5713,0.1022,0
3601,0.65,0.7826942,0.0144,0
3602,0.61,18.85019,0.1177,0
3603,0.99,3.0161901,0.0408,0
3604,1.05,5.2541699,0.0602,0
3605,1.05,5.9060898,0.065,0
3606,0.94,3.92451,0.0478,0
3607,0.87,8.9434099,0.0807,0
3608,0.74,2.18662,0.0299,0
3609,0.87,5.6047101,0.0588,0
3610,0.83,10.05537,0.085,0
3611,0.87,2.41839,0.0337,0
3612,1.13,215.5,0.8041632,0
3613,1.4,903.3,2.052461,0
3614,0.75,6.443868,0.061587949,0
3615,1.03,15.168865,0.14065322,0
3616,0.93,24.275801,0.16,0
3617,0.9,11.3917,0.0956,0
3618,0.99,7.36269,0.0738,0
3619,0.95,13.2226,0.1077,0
3620,0.97,1.701531,0.02760536,0
3621,1.25,6.134985,0.074195862,0
3622,0.82,2671.0,3.5386485,0
3623,0.98,6.23032,0.066,0
3624,1.15,10.6906,0.0996,0
3625,0.81,39.6768,0.2122,0
3626,0.83,3.96999,0.046,0
3627,0.95,133.46052,0.5167,0
3628,1.03,15.1942,0.1214,0
3629,0.76,9.0949,0.077957533,0
3630,1.02,20.772907,0.14727996,0
3631,0.09,9.20754,0.038491952,1
3632,0.94,5.40479,0.058984481,0
3633,0.84,6.339069,0.063234342,0
3634,0.86,21.185,0.1462,0
3635,0.68,7.685,0.0634,0
3636,0.86,31.828,0.1911,0
3637,0.94,3.56004,0.044655168,0
3638,0.68,5.974,0.05734485,0
3639,0.41,13.352,0.0876129,0
3640,0.65,50.8,0.2559305,0
3641,0.91,5.1134,0.056,0
3642,1.32,406.2,1.3232074,0
3643,0.44,28.17232,0.137,0
3644,0.31,3.149,0.02815,0
3645,0.96,17.9636,0.133,0
3646,0.87,12.19148,0.119,0
3647,0.95,1.9000693,0.0295944,0
3648,1.02,2.0180231,0.03144,0
3649,0.43,7.397225,0.0559,0
3650,2.07,3.3448285,0.0558,0
3652,0.93,14.163993,0.1057,0
3653,0.89,8.6893073,0.0774,0
3654,0.82,20.99758,0.1394,0
3655,0.84,1.2436258,0.021309585,0
3656,1.12,3.9014971,0.0505,0
3657,0.94,104.854,0.42712287,0
3658,0.73,7.78993,0.0695,0
3659,0.45,6.0784247,0.05006,0
3660,0.9,3.5357173,0.0403,0
3661,0.46,11.5301,0.077399756,0
3662,1.12,3.738252,0.049294461,0
3663,1.23,5.1817,0.0627,0
3664,0.96,10.290994,0.10578295,0
3665,0.94,18.26157,0.13593265,0
3666,1.15,5.45664,0.0635,0
3667,0.95,3.183792,0.042019916,0
3668,0.67,12.162184,0.09082197,0
3669,1.06,4.8084983,0.0569,0
3670,0.86,11.390931,0.094609351,0
3672,0.77,3.2809626,0.0277,0
3673,0.12,2.7299025,0.01875,0
3674,0.34,15.532482,0.085015178,0
3675,0.98,24.283429,0.162048,0
